MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
4,5,1,1700-1759,8,3,17,180,Delta Air Lines Inc.,9556,81803,506,1297685,12460183,0.0001441658849878598,0.0001486602009422039,1,Philadelphia International,39.868,-75.249,Salt Lake City International,0.78,0.0,0.0,71.0,10.07,0.13955758569244653,0.09822119102861562,0.2324257329873349,0.24453475935828878
5,6,1,0800-0859,4,1,6,76,SkyWest Airlines Inc.,2105,70878,536,178477,3472966,3.419267401443636e-05,9.900278805864171e-05,11,Will Rogers World,35.392,-97.602,NONE,1.46,0.0,0.0,74.0,14.99,0.17422367236723674,0.18786731291566006,0.1799073314349148,0.11103341675253937
11,4,0,0800-0859,3,1,7,79,Mesa Airlines Inc.,2035,18459,180,170270,1191889,0.0,9.131157116170832e-05,15,Standiford Field,38.18,-85.739,NONE,0.0,0.0,0.0,42.0,7.38,0.1507966980226531,0.18786731291566006,0.1398860693940963,0.09431699485473326
9,2,1,1400-1459,2,3,18,143,Southwest Airlines Co.,6791,107436,6386,819756,13382999,6.178236301460919e-05,9.889412309998219e-05,20,Chicago Midway International,41.785,-87.752,Phoenix Sky Harbor International,0.0,0.0,0.0,79.0,12.08,0.12482946793997271,0.14026767836442197,0.13081148766005574,0.15640697780619234
7,7,0,1600-1659,3,5,14,149,Delta Air Lines Inc.,7261,90457,725,1413432,12460183,0.0001441658849878598,0.0001486602009422039,29,Miami International,25.792,-80.286,Atlanta Municipal,0.0,0.0,0.0,92.0,6.26,0.19021873914984375,0.22141582873824198,0.22253848170480506,0.28921018364689505
12,1,0,1400-1459,1,4,64,76,Mesa Airlines Inc.,15165,18545,3098,1690031,1191889,0.0,9.131157116170832e-05,5,Houston Intercontinental,29.983,-95.34,Douglas Municipal,0.0,0.0,0.0,84.0,6.26,0.23355455787624438,0.186039740883616,0.25164658017962693,0.23846050329699905
9,1,0,1400-1459,2,3,7,180,Frontier Airlines Inc.,4580,11895,91,564680,1857122,0.00011572564827677376,7.134694872433899e-06,13,Louis Armstrong New Orleans International,29.991,-90.251,San Antonio International,0.0,0.0,0.0,91.0,5.14,0.2035243475921442,0.10789814415192059,0.13711199423073972,0.15640697780619234
1,1,0,1600-1659,4,2,19,145,Spirit Air Lines,8899,15023,283,1297685,2688839,9.173723925704242e-06,0.00012465107307156237,14,Philadelphia International,39.868,-75.249,Los Angeles International,0.0,0.0,0.0,35.0,9.62,0.14396847848050112,0.1708502024291498,0.1769969124782088,0.21289034649935834
8,2,0,1500-1559,10,3,5,173,United Air Lines Inc.,1427,55706,181,154082,8501631,0.00025380424062159367,0.00022898547349326266,5,Keahole,19.739,-156.046,San Francisco International,0.0,0.0,0.0,87.0,7.38,0.2214602874333307,0.23886500429922614,0.21854794364701643,0.245737460685317
6,3,0,1100-1159,1,3,18,100,JetBlue Airways,12427,24204,4294,1472200,3190369,0.0001600389254787507,0.00012686617611396965,14,Logan International,42.364,-71.006,Newark Liberty International,0.0,0.0,0.0,75.0,11.63,0.29450634879502463,0.3424548352816153,0.2371748183838497,0.19077451190731604
8,6,1,1700-1759,6,4,59,173,United Air Lines Inc.,23099,55706,6032,2743323,8501631,0.00025380424062159367,0.00022898547349326266,3,Stapleton International,39.774,-104.88,Chicago O'Hare International,0.0,0.0,0.0,84.0,8.95,0.2214602874333307,0.23244194899124476,0.16186967124116694,0.29361752145124004
10,3,0,1000-1059,2,3,8,124,United Air Lines Inc.,7503,54923,445,732595,8501631,0.00025380424062159367,0.00022898547349326266,20,Nashville International,36.127,-86.682,Chicago O'Hare International,0.0,0.0,0.0,80.0,7.16,0.1563762728301277,0.16316264059607993,0.15751080971785858,0.13597181931205968
2,2,0,1000-1059,5,2,18,200,JetBlue Airways,10780,22053,1520,1823051,3190369,0.0001600389254787507,0.00012686617611396965,3,Orlando International,28.432,-81.325,John F. Kennedy International,0.16,0.0,0.0,85.0,8.28,0.2808576253763125,0.18291380625476736,0.20574501515922722,0.18748415234038238
10,6,0,1000-1059,1,3,25,143,Southwest Airlines Co.,14566,115051,6206,1903352,13382999,6.178236301460919e-05,9.889412309998219e-05,21,McCarran International,36.08,-115.152,Los Angeles International,0.0,0.0,0.0,79.0,4.92,0.17932290605257795,0.13491434010152284,0.11216232157602926,0.13597181931205968
1,4,0,1000-1059,3,3,69,76,Endeavor Air Inc.,23400,19857,134,3103410,1212846,0.0,9.351277617445623e-05,11,Chicago O'Hare International,41.978,-87.906,John F. Kennedy International,0.0,0.0,0.0,35.0,5.59,0.19872727272727272,0.18679298642533937,0.19897175669359685,0.15433423106769525
11,2,0,1700-1759,3,5,4,76,SkyWest Airlines Inc.,1323,66502,190,125614,3472966,3.419267401443636e-05,9.900278805864171e-05,10,Tulsa International,36.198,-95.89,Minneapolis-St Paul International,0.0,0.0,0.0,67.0,16.33,0.1363774826367735,0.13396139705882354,0.15312997191176758,0.18264623354198145
4,2,0,0700-0759,1,1,48,110,Delta Air Lines Inc.,18979,81803,616,2006675,12460183,0.0001441658849878598,0.0001486602009422039,13,Douglas Municipal,35.219,-80.936,NONE,0.1,0.1,0.0,54.0,7.83,0.13955758569244653,0.18786731291566006,0.1386030459424374,0.09427990935375478
11,2,0,1800-1859,5,4,83,228,Spirit Air Lines,24926,17350,633,2907365,2688839,9.173723925704242e-06,0.00012465107307156237,2,Dallas Fort Worth Regional,32.894,-97.03,McCarran International,0.0,0.0,0.0,75.0,10.74,0.1239575103151611,0.16068506599760007,0.15312997191176758,0.19261614388079534
1,5,0,1100-1159,2,4,25,50,Endeavor Air Inc.,10278,19857,1481,1680928,1212846,0.0,9.351277617445623e-05,15,John F. Kennedy International,40.639,-73.777,Washington Dulles International,0.0,0.0,0.0,32.0,19.01,0.19872727272727272,0.1480656832730309,0.17172256567191768,0.16662922862662294
2,6,0,0600-0659,4,1,28,180,Frontier Airlines Inc.,10780,8643,1050,1823051,1857122,0.00011572564827677376,7.134694872433899e-06,3,Orlando International,28.432,-81.325,NONE,0.03,0.0,0.0,77.0,7.38,0.2547970479704797,0.18786731291566006,0.16393883923764402,0.07890555169331612
10,5,0,1700-1759,5,5,11,70,"Midwest Airline, Inc.",4760,28628,508,477995,1529740,1.25293581928874e-06,0.00012382274422796983,14,Kansas City International,39.298,-94.714,Houston Intercontinental,0.0,0.0,0.0,72.0,15.21,0.15603553758578498,0.20052498359426268,0.19371339610052635,0.21093117408906883
4,4,0,1000-1059,2,3,78,143,Southwest Airlines Co.,32678,110752,3345,4365661,13382999,6.178236301460919e-05,9.889412309998219e-05,10,Atlanta Municipal,33.641,-84.427,Chicago Midway International,0.01,0.0,0.0,82.0,9.84,0.2157258332116643,0.28058761804826865,0.171316644372253,0.14777310187620551
11,6,0,1600-1659,8,3,31,180,Delta Air Lines Inc.,12038,79989,1466,1823051,12460183,0.0001441658849878598,0.0001486602009422039,6,Orlando International,28.432,-81.325,Salt Lake City International,0.0,0.0,0.0,88.0,7.38,0.10088231967120395,0.09996841440303222,0.13570632037123637,0.17614567242428497
12,1,0,1900-1959,2,7,11,143,Southwest Airlines Co.,5195,113248,2999,614236,13382999,6.178236301460919e-05,9.889412309998219e-05,14,San Jose International,37.363,-121.941,Orange County,0.0,0.0,0.0,59.0,4.03,0.26403810805912964,0.21634208298052499,0.25164658017962693,0.3021548662088563
